row_id,data_year,building_id,property_name,reporting_status,address,zip_code,chicago_energy_rating,exempt_from_chicago_energy_rating,community_area,primary_property_type,gross_floor_area,year_built,number_of_buildings,energy_star_score,electricity_use,natural_gas_use,site_eui,source_eui,weather_normalized_site_eui,weather_normalized_source_eui,total_ghg_emissions,ghg_intensity,lat,lon,loc
2020-159416,2020,159416,AMLI 900,Submitted Data,900 S Clark St,60605,2,FALSE,LOOP,Multifamily Housing,571810,2008,1,47,19760298,8244540.9,58.3,133.3,61,140.5,3521.9,7.3,41.87033029,-87.63101446,"(41.87033029, -87.63101446)"
2020-252309,2020,252309,Natalie Salmon House,Submitted Data,7320 N Sheridan Rd,60626,4,FALSE,ROGERS PARK,Multifamily Housing,51000,1994,1,90,986501.4,1891810.1,56.4,93.1,59.4,95.2,254.4,5,42.01453833,-87.66446285,"(42.01453833, -87.66446285)"
2020-244340,2020,244340,Winston Towers No. 5,Submitted Data,7141 N Kedzie Ave,60645,2,FALSE,WEST RIDGE,Multifamily Housing,350800,1972,1,43,5630246.8,26094566.9,110.2,149.9,112.2,151.4,2264.7,7.9,42.01065387,-87.70793294,"(42.01065387, -87.70793294)"
2020-172798,2020,172798,Hales Franciscan,Not Submitted,4930 S Cottage Grove Ave,60615,0,FALSE,GRAND BOULEVARD,Multifamily Housing,84000,0,1,0,0,0,0,0,0,0,0,0,41.80523475,-87.60716445,"(41.80523475, -87.60716445)"
2020-110887,2020,110887,Hales Franciscan,Not Submitted,2510 W IRVING PARK RD,60618,0,FALSE,NORTH CENTER,Multifamily Housing,57000,0,1,0,0,0,0,0,0,0,0,0,41.94672055,-87.70319673,"(41.94672055, -87.70319673)"
2020-251711,2020,251711,"Douglass, Frederick Academy HS -CPS",Submitted Data,543 N Waller Ave,60644,2,FALSE,AUSTIN,K-12 School,135210,1973,1,19,6137475.5,6818609.5,95.8,180,100.3,184.7,1320,9.8,41.889941,-87.767696,"(41.889941, -87.767696)"
2020-251310,2020,251310,"Jewel Osco, 03501-Western & Roscoe",Submitted Data,3400 N Western Ave,60618,3,FALSE,NORTH CENTER,Supermarket/Grocery Store,55600,2002,1,63,8663760.7,4255000,232.4,516.7,235.6,519,1578.2,28.4,41.943184,-87.6882055,"(41.943184, -87.6882055)"
2020-250037,2020,250037,"Brennemann Elementary, Joseph -CPS",Submitted Data,4251 N Clarendon Ave,60613,2,FALSE,UPTOWN,K-12 School,53422,1963,1,12,2084214.8,3466100.3,103.9,177.4,109.3,185,509.4,9.5,41.96003761,-87.64915547,"(41.96003761, -87.64915547)"
2020-253951,2020,253951,18th Street Lofts,Submitted Data,1801 S Michigan Ave,60616,4,FALSE,NEAR SOUTH SIDE,Multifamily Housing,93675,1998,1,97,1342523,2116535.5,51.1,88.3,53.4,90.1,321.9,4.8,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2020-113677,2020,113677,18th Street Lofts,Submitted Data,221  E WALTON PL,60611,2,FALSE,NEAR NORTH SIDE,Multifamily Housing,58012,1991,1,23,2595385.7,808077.6,65.7,156.6,70.6,170.4,448,8.6,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2020-251211,2020,251211,87th Street Center,Not Submitted,35 W 87th St,60620,0,FALSE,CHATHAM,Multifamily Housing,174739,0,1,0,0,0,0,0,0,0,0,0,41.736263,-87.626632,"(41.736263, -87.626632)"
2020-256814,2020,256814,87th Street Center,Not Submitted,730 N MILWAUKEE AVE,60048,0,FALSE,West Town,Multifamily Housing,50000,0,1,0,0,0,0,0,0,0,0,0,41.88425,-87.63245,"(41.88425, -87.63245)"
2020-111862,2020,111862,87th Street Center,Submitted Data,2444 2458 N LAKEVIEW AVE,60614,2,FALSE,LINCOLN PARK,Multifamily Housing,96000,1923,1,0,1671457,7573213.8,96.3,131.6,101.2,136.7,663.1,6.9,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2020-159103,2020,159103,Chestnut Tower,Submitted Data,121 W Chestnut St,60610,4,FALSE,NEAR NORTH SIDE,Multifamily Housing,308244,2001,1,91,3576781.4,12500151.9,68.5,98.6,74,106,1222.2,5.2,41.8975933,-87.63238627,"(41.8975933, -87.63238627)"
2020-243690,2020,243690,The 400 Condominium Association,Submitted Data,400 E Randolph St,60601,4,FALSE,LOOP,Multifamily Housing,1361500,1963,1,72,21353803.9,61522782.3,74.7,112.1,78.6,116.5,6600.4,5.9,41.88484798,-87.61650377,"(41.88484798, -87.61650377)"
2020-159326,2020,159326,Hilliard Homes Phase II Limited Partnership,Submitted Data,2030 S State St,60616,2.5,FALSE,NEAR SOUTH SIDE,Multifamily Housing,173883,1966,1,54,3761272.8,12489319.3,93.5,136,97.8,139.7,1250.4,7.2,41.85460358,-87.6280721,"(41.85460358, -87.6280721)"
2020-172607,2020,172607,Hilliard Homes Phase II Limited Partnership,Submitted Data,1734 1740 N MARSHFIELD AVE,60622,4,FALSE,WEST TOWN,Multifamily Housing,76478,1993,1,98,777338.9,2170708.1,41.6,62.8,44.4,65.7,236.6,3.3,41.90225377,-87.68447845,"(41.90225377, -87.68447845)"
2020-158644,2020,158644,Astor House,Submitted Data,1340 N Astor St,60610,2.5,FALSE,NEAR NORTH SIDE,Multifamily Housing,206150,1969,1,37,5513928.7,13598399.1,92.7,144.2,96.5,148.2,1582.8,7.7,41.9070422,-87.62817979,"(41.9070422, -87.62817979)"
2020-111452,2020,111452,Washington Square,Submitted Data,1301 1309 W WASHINGTON BLVD,60607,4,FALSE,NEAR WEST SIDE,Multifamily Housing,90724,1998,1,94,1248590.7,3186550.9,54.1,83.5,55.8,84.8,364.1,4.4,41.87399385,-87.651678,"(41.87399385, -87.651678)"
2020-251905,2020,251905,"Funston, Frederick Elementary -CPS",Submitted Data,2010 N Central Park Ave,60647,3,FALSE,LOGAN SQUARE,K-12 School,107729,1896,1,45,2586892.5,5533130,75.4,121.2,79.8,125.9,697.6,6.5,41.91774866,-87.71712677,"(41.91774866, -87.71712677)"
2020-254367,2020,254367,GEMS World Academy Chicago,Not Submitted,350 E SOUTH WATER ST,60601,0,FALSE,Loop,K-12 School,80500,0,1,0,0,0,0,0,0,0,0,0,41.8858198,-87.62537143,"(41.8858198, -87.62537143)"
2020-252051,2020,252051,Chess Lofts Condominium,Submitted Data,320 E 21st St,60616,1.5,FALSE,NEAR SOUTH SIDE,Multifamily Housing,121070,2007,1,40,3170467.9,6811039.3,111.7,179.4,111.1,177.8,856.6,9.6,41.85436818,-87.61953143,"(41.85436818, -87.61953143)"
2020-251449,2020,251449,Libby Elementary -CPS,Submitted Data,5300 S Loomis Blvd,60609,3.5,FALSE,NEW CITY,K-12 School,115600,1901,1,60,3256093.7,2674650.1,51.3,103.2,55.7,110.4,650.2,5.6,41.79736598,-87.66014873,"(41.79736598, -87.66014873)"
2020-102363,2020,102363,Lane Tech HS -CPS,Submitted Data,2501 W Addison St,60618,4,FALSE,NORTH CENTER,K-12 School,713935,1934,1,88,10420926.9,25433370.8,50.2,78.3,53.8,82,2977.3,4.2,41.94498741,-87.69077957,"(41.94498741, -87.69077957)"
2020-103651,2020,103651,Four40,Submitted Data,440 S LaSalle St,60605,4,FALSE,LOOP,Office,1281028,1984,1,68,75277389.5,360852.7,65.3,182.4,0,0,11767.7,10.2,41.87595944,-87.63219354,"(41.87595944, -87.63219354)"
2020-160286,2020,160286,Rosenwald Courts,Submitted Data,4643 S Wabash,60653,3.5,FALSE,GRAND BOULEVARD,Multifamily Housing,214622,1936,1,72,8078911.4,2116907.8,47.5,115.8,48,115.7,1373.3,6.4,41.81028171,-87.62440902,"(41.81028171, -87.62440902)"
2020-106184,2020,106184,Rosenwald Courts,Not Submitted,5300 5308 S PULASKI RD,60632,0,FALSE,WEST ELSDON,Multifamily Housing,61500,0,1,0,0,0,0,0,0,0,0,0,41.81256417,-87.71245594,"(41.81256417, -87.71245594)"
2020-114798,2020,114798,Rosenwald Courts,Submitted Data,5042 5056 S WOODLAWN AVE,60615,4,FALSE,KENWOOD,Multifamily Housing,59728,1908,1,0,290688.7,3124170.1,57.2,68.5,60.7,71.8,211.3,3.5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2020-162318,2020,162318,Saint Stanislaus Kostka Parish,Submitted Data,1255 N Noble St,60642,4,FALSE,WEST TOWN,Other,144100,1950,2,0,1106069.6,4962814.3,42.1,57.7,46.1,62.2,436.2,3,41.90469462,-87.6625984,"(41.90469462, -87.6625984)"
2020-251465,2020,251465,"Coonley, John C -CPS",Submitted Data,4046 N Leavitt St,60618,2,FALSE,NORTH CENTER,K-12 School,72304,1893,1,30,2087283.9,4167869.8,86.5,141.4,91.7,147.7,547.1,7.6,41.95544107,-87.68400271,"(41.95544107, -87.68400271)"
2020-100431,2020,100431,1100 N Clark St,Not Submitted,1100 N Clark St,60610,0,FALSE,NEAR NORTH SIDE,K-12 School,156250,0,1,0,0,0,0,0,0,0,0,0,41.90237775,-87.63184484,"(41.90237775, -87.63184484)"
2020-158061,2020,158061,Edgewater Medical Center (vacant),Not Submitted,5700 N ASHLAND AVE,60660,0,FALSE,EDGEWATER,K-12 School,233844,0,1,0,0,0,0,0,0,0,0,0,41.98552836,-87.67026391,"(41.98552836, -87.67026391)"
2020-251718,2020,251718,Mcpherson Elementary -CPS,Submitted Data,4728 N Wolcott Ave,60640,4,FALSE,LINCOLN SQUARE,K-12 School,155337,1888,1,66,2903905.6,6602029.9,61.2,97,65,101,803.9,5.2,41.96819459,-87.6766515,"(41.96819459, -87.6766515)"
2020-251516,2020,251516,Lawrence Elementary -CPS,Submitted Data,9928 S Crandon Ave,60617,2.5,FALSE,SOUTH DEERING,K-12 School,82156,1945,1,36,1169774.1,6705899.9,95.9,125.6,104.8,135,538.7,6.6,41.71441592,-87.56747652,"(41.71441592, -87.56747652)"
2020-113745,2020,113745,The Sexton Condominium Association,Submitted Data,360 W Illinois St,60654,4,FALSE,NEAR NORTH SIDE,Multifamily Housing,449107,1915,1,96,8022216,5357399.8,34.2,71.7,34.9,71.9,1536.6,3.9,41.89075805,-87.63753056,"(41.89075805, -87.63753056)"
2020-251629,2020,251629,Bass Elementary -CPS,Submitted Data,6554 S May St,60621,1,FALSE,ENGLEWOOD,K-12 School,85881,1894,1,6,2955214.6,8702070,135.7,202.7,143.2,211.6,923.4,10.8,41.774895,-87.6532,"(41.774895, -87.6532)"
2020-254174,2020,254174,Bass Elementary -CPS,Submitted Data,4200 W Diversey Ave,60639,3,FALSE,Hermosa,Other,141071,1941,1,0,3182208.1,5851821,64,106.7,68.7,112.9,807.5,5.7,41.9203976,-87.7562,"(41.9203976, -87.7562)"
2020-251529,2020,251529,Lovett Elementary -CPS,Submitted Data,6333 W Bloomingdale Ave,60639,4,FALSE,AUSTIN,K-12 School,85200,1927,1,62,1169988.2,5119429.7,73.8,101.5,78.9,106.9,454.5,5.3,41.912786,-87.78313,"(41.912786, -87.78313)"
2020-250114,2020,250114,Zelda Ormes Senior Apartments,Submitted Data,116 W Elm St,60610,4,FALSE,NEAR NORTH SIDE,Multifamily Housing,169050,1975,1,79,3152404.8,10420030.1,85.2,124.1,87.9,125.9,1045.5,6.6,41.903163,-87.631828,"(41.903163, -87.631828)"
2020-171887,2020,171887,Zelda Ormes Senior Apartments,Submitted Data,1824 N SPAULDING AVE,60647,4,FALSE,LOGAN SQUARE,Multifamily Housing,65000,2015,1,82,1093709.8,3000570.2,63,95.6,67.2,99.3,330.1,5.1,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
2020-166134,2020,166134,John G Shedd Aquarium,Submitted Data,1200 S Lake Shore Dr,60605,1,FALSE,NEAR SOUTH SIDE,Other,452756,1929,1,0,54056852.7,29225848.1,183.9,402.1,186.7,405,9988.9,22.1,41.86761516,-87.61362973,"(41.86761516, -87.61362973)"
2018-175676,2018,175676,4554 N BROADWAY ST,Not Submitted,4554 N BROADWAY ST,60640,0,FALSE,UPTOWN,Other,90000,0,1,0,0,0,0,0,0,0,0,0,41.96465048,-87.65732443,"(41.96465048, -87.65732443)"
2018-103617,2018,103617,33 E Congress,Not Submitted,33 E Congress Pkwy,60605,0,FALSE,LOOP,Other,153876,0,1,0,0,0,0,0,0,0,0,0,41.87540112,-87.62651136,"(41.87540112, -87.62651136)"
2018-101263,2018,101263,900 W ARGYLE ST,Not Submitted,900 W ARGYLE ST,60640,0,FALSE,UPTOWN,Other,72000,0,1,0,0,0,0,0,0,0,0,0,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2018-252078,2018,252078,UNO Soccer Academy High School,Not Submitted,5025 S ST LOUIS,60632,0,FALSE,GAGE PARK,Other,93408,0,1,0,0,0,0,0,0,0,0,0,41.80806486,-87.71097656,"(41.80806486, -87.71097656)"
2018-101420,2018,101420,Chicago Acad-CPS,Submitted,3400 N Austin Ave,60634,2,FALSE,DUNNING,K-12 School,250844,1934,1,50,6842281.5,17401280.6,96.6,149.2,95.1,146.6,2062.6,8.2,41.94253753,-87.77737003,"(41.94253753, -87.77737003)"
2018-160414,2018,160414,Cambria Hotel,Submitted,32 w randolph,60601,4,FALSE,LOOP,Hotel,246313,1926,1,96,5852859.5,7186100,52.9,97.2,53.1,97.3,1355.4,5.5,41.88503972,-87.62899559,"(41.88503972, -87.62899559)"
2018-173625,2018,173625,Burnham 600,Submitted,600 W. Jackson Blvd.,60661,4,FALSE,NEAR WEST SIDE,Office,103863,1912,1,68,3960868,6840477.2,104,175.9,101.5,173.2,1022.3,9.8,41.87801775,-87.64319149,"(41.87801775, -87.64319149)"
2018-175603,2018,175603,Gateway Centre 175603 Building A (Marshalls),Submitted,1701-1741 W. Howard,60626,1,FALSE,ROGERS PARK,Strip Mall,66676,1980,1,0,15005614.3,5668342.2,310.1,719.4,312.3,721.8,2797.5,42,42.019356,-87.67389,"(42.019356, -87.67389)"
2018-251684,2018,251684,Marine Lead-CPS,Submitted,1920 N Hamlin Ave,60647,2.5,FALSE,LOGAN SQUARE,K-12 School,126540,1997,1,60,4342636.6,4698507.6,71.4,135.1,69.8,133.3,972,7.7,41.9159824,-87.72248643,"(41.9159824, -87.72248643)"
2018-251223,2018,251223,564 West Randolph,Submitted,564 West Randolph Street,60661,4,FALSE,NEAR WEST SIDE,Office,119829,1908,1,48,6146997.8,5609887.9,98.1,192.8,98.1,192.8,1320.6,11,41.88463844,-87.64232477,"(41.88463844, -87.64232477)"
2018-101839,2018,101839,120 South Riverside Plaza,Submitted,120 South Riverside Plaza,60606,4,FALSE,NEAR WEST SIDE,Office,787045,1966,1,0,27877353.6,19661199.2,60.4,125.4,59.3,124.2,5682.1,7.2,41.87996528,-87.63907767,"(41.87996528, -87.63907767)"
2018-115860,2018,115860,Printers Row Lofts,Submitted,732 S. Financial Place,60605,4,FALSE,LOOP,Multifamily Housing,198049,1908,1,94,2755425.1,9213199.8,60.4,87.8,55.8,82,947.8,4.8,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
2018-251668,2018,251668,Ravenswood E-CPS,Submitted,4332 N PAULINA ST,60613,2.5,FALSE,LAKE VIEW,K-12 School,76423,1884,1,58,1252834.9,4976765.8,81.5,114.3,78.9,111.5,472.8,6.2,41.96092641,-87.6712754,"(41.96092641, -87.6712754)"
2018-120347,2018,120347,1033 Van Buren,Submitted,1033 West Van Buren,60607,3,FALSE,NEAR WEST SIDE,Office,82712,1905,1,54,2994224.1,3755636.7,81.6,149,78.5,144.8,697.6,8.4,41.87626485,-87.65305417,"(41.87626485, -87.65305417)"
2018-101869,2018,101869,Hotel Chicago,Submitted,333 N. Dearborn,60654,1.5,FALSE,NEAR NORTH SIDE,Hotel,222154,1960,1,36,8514543.6,6038373.2,140.7,214.7,141.3,215.5,2725.8,12.3,41.88833261,-87.62950362,"(41.88833261, -87.62950362)"
2018-173759,2018,173759,Plaza 32 Condominium Association,Submitted,3224-3244 N. Halsted St.,60657,3,FALSE,LAKE VIEW,Multifamily Housing,273284,2000,1,69,6712335.5,10988665.4,64.8,111,63.7,109.8,1700.4,6.2,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2018-103409,2018,103409,7733 S SOUTH SHORE DR,Not Submitted,7733 S SOUTH SHORE DR,60649,0,FALSE,SOUTH SHORE,Multifamily Housing,70812,0,1,0,0,0,0,0,0,0,0,0,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2018-175415,2018,175415,Parkview Residences,Submitted,5920 N Ridge,60660,4,FALSE,EDGEWATER,Multifamily Housing,55000,1920,1,85,143431.7,4652479.4,87.2,96.1,88.3,97.3,271,4.9,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2018-120267,2018,120267,Pete's Madison,Submitted,2333 W. Madison,60612,4,FALSE,NEAR WEST SIDE,Supermarket/Grocery Store,66000,2013,1,99,833564.9,8879900.3,147.2,176.6,0,0,610.3,9.2,41.881165,-87.684802,"(41.881165, -87.684802)"
2018-129735,2018,129735,Villa at Windsor Park,Submitted,2649 E 75th St,60649,1,FALSE,SOUTH SHORE,Senior Care Community,97826,1998,1,16,5520762.7,9302782.3,151.5,257.9,149.8,255.8,1412.6,14.4,41.759248,-87.559768,"(41.759248, -87.559768)"
2018-101722,2018,101722,500 West Monroe,Submitted,500 West Monroe,60661,4,FALSE,NEAR WEST SIDE,Office,1153491,1992,1,64,72188093.4,0,62.6,175.2,60.3,168.9,12009.5,10.4,41.880609,-87.639778,"(41.880609, -87.639778)"
2018-251312,2018,251312,#1961 Elston/Leavitt,Submitted,2542 Elston Ave,60622,2,FALSE,LOGAN SQUARE,Retail Store,119178,2002,1,44,6392129.5,5137456.8,96.7,195.4,96.5,194.3,1336.3,11.2,41.927702,-87.681329,"(41.927702, -87.681329)"
2018-102331,2018,102331,DisneyMagnet-CPS,Submitted,4140 N Marine Dr,60613,1,FALSE,UPTOWN,K-12 School,260140,1971,1,10,15991624.3,7510599.1,90.3,202.4,89.6,201.6,3059.4,11.8,41.95672595,-87.64700522,"(41.95672595, -87.64700522)"
2018-253952,2018,253952,Catherine Courts Condominium Association of Chicago,Not Submitted,8439-8503 W Catherine Ave,60656,0,FALSE,OHARE,Multifamily Housing,149754,0,1,0,0,0,0,0,0,0,0,0,41.97098435,-87.80359537,"(41.97098435, -87.80359537)"
2018-175899,2018,175899,Illinois Center Lakeshore Athletic Club,Not Submitted,211 N STETSON AVE,60601,0,FALSE,LOOP,Multifamily Housing,110990,0,1,0,0,0,0,0,0,0,0,0,41.88595973,-87.62226453,"(41.88595973, -87.62226453)"
2018-100623,2018,100623,1345 1359 W ESTES AVE,Not Submitted,1345 1359 W ESTES AVE,60626,0,FALSE,ROGERS PARK,Multifamily Housing,76125,0,1,0,0,0,0,0,0,0,0,0,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2018-103640,2018,103640,One North LaSalle,Submitted,1 N. LaSalle,60602-3902,4,FALSE,LOOP,Office,554777,1929,1,53,16691715.5,30018227.8,84.2,141.1,83.9,140.7,4371.3,7.9,41.8823233,-87.6320043,"(41.8823233, -87.6320043)"
2018-101356,2018,101356,DePaul College Prep,Not Submitted,3633 N. California,60618,0,FALSE,IRVING PARK,K-12 School,202400,1961,1,0,0,11418334.2,0,0,0,0,0,0,41.94809411,-87.69742569,"(41.94809411, -87.69742569)"
2018-172544,2018,172544,Technology Business Center,Submitted,3440 S. Dearborn Street,60616,1,FALSE,DOUGLAS,Office,144195,1943,1,0,10283474.6,0,311.9,457.9,308.6,454.1,3803.8,26.4,41.83131494,-87.62845898,"(41.83131494, -87.62845898)"
2018-251215,2018,251215,Hilliard Homes Phase I Limited Partnership (Family),Submitted,2031 S Clark,60616,2.5,FALSE,NEAR SOUTH SIDE,Multifamily Housing,173883,1966,1,60,4100862.3,12467439.3,95.3,141.3,95.6,140,1344.4,7.7,41.85459144,-87.62898163,"(41.85459144, -87.62898163)"
2018-251678,2018,251678,Hernandez-CPS,Submitted,5440 S St Louis Ave,60632,2,FALSE,GAGE PARK,K-12 School,127162,2007,1,43,5169917,3924709.6,71.5,146.2,70.5,145,1068.5,8.4,41.794143,-87.710961,"(41.794143, -87.710961)"
2018-119757,2018,119757,CHICAGO SOUTH PULASKI (1879),Submitted,4433 S PULASKI RD,60632,3,FALSE,ARCHER HEIGHTS,Retail Store,120964,2004,1,68,6406811.3,2865900,76.7,173.2,74.9,170,1218.1,10.1,41.8125112,-87.72197845,"(41.8125112, -87.72197845)"
2018-117702,2018,117702,AceTechChrt-CPS,Submitted,5400 S State St,60609,3.5,FALSE,WASHINGTON PARK,K-12 School,68331,1963,1,77,579911,3106130.7,53.9,71.5,52.4,69.9,261.5,3.8,41.796361,-87.625781,"(41.796361, -87.625781)"
2018-138379,2018,138379,6200 N Hiawatha Ave,Submitted,6200 N Hiawatha Ave,60646,4,FALSE,FOREST GLEN,Office,117780,1968,1,81,4626515,0,39.3,110,38.5,107.9,769.7,6.5,41.99367467,-87.74969325,"(41.99367467, -87.74969325)"
2018-102838,2018,102838,233-Senior Suites of Hegewisch,Submitted,13550 S. Avenue O,60633,2.5,FALSE,HEGEWISCH,Senior Care Community,60600,2002,1,40,1729331.3,4177000.1,97.5,152.3,100.6,155.6,509.6,8.4,41.65140357,-87.54582933,"(41.65140357, -87.54582933)"
2018-104735,2018,104735,2516 N Kedzie LP,Submitted,2516-26 N Kedzie,60647,4,FALSE,LOGAN SQUARE,Multifamily Housing,50000,1920,1,100,134084.8,17827.8,3,7.9,2.9,7.6,23.3,0.5,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
2018-173730,2018,173730,Beachwalk Apartments,Submitted,420 W. Fullerton,60614,4,FALSE,LINCOLN PARK,Multifamily Housing,60000,1924,1,80,1085841.7,4513066.1,93.3,129.7,92.2,126.6,420.4,7,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2018-251373,2018,251373,Mitchell Sch-CPS,Submitted,2233 W Ohio St,60612,2.5,FALSE,WEST TOWN,K-12 School,56385,1891,1,57,1051072.1,3263889.7,76.5,113,73.8,110.1,348.2,6.2,41.89196664,-87.68318157,"(41.89196664, -87.68318157)"
2018-162325,2018,162325,Sweeting Center 860 N. LaSalle,Submitted,860 N. LaSalle,60610,4,FALSE,NEAR NORTH SIDE,College/University,119629,1991,1,0,3382837.6,3186600.4,54.9,107.1,55.1,107.2,732,6.1,41.89852625,-87.63353124,"(41.89852625, -87.63353124)"
2018-253986,2018,253986,430 W. Erie LLC,Submitted,430 W. Erie St.,60654,3,FALSE,Near North Side,Office,68862,1915,1,61,2821045,2640410.6,79.3,155,78.4,153.3,609.6,8.9,41.8915802,-87.63784,"(41.8915802, -87.63784)"
2018-159637,2018,159637,Hawthorne House,Submitted,3450 N Lake Shore Drive,60657,3.5,FALSE,LAKE VIEW,Multifamily Housing,530632,1968,1,57,10257420.5,36561696.8,88.2,126.5,89,127.3,3648.4,6.9,41.94513227,-87.64221298,"(41.94513227, -87.64221298)"
2018-251789,2018,251789,Parish_StHedwig,Submitted,2226 N. Hoyne Ave.,60647,2,FALSE,LOGAN SQUARE,Other,100888,1950,5,0,1943306.6,9331398.5,111.8,151.1,0,0,818.9,8.1,41.92225236,-87.68068171,"(41.92225236, -87.68068171)"
2018-252042,2018,252042,Edelstone Center,Submitted,6030 South Ellis Avenue,60637,2,FALSE,WOODLAWN,Office,59741,1966,1,33,2153709,0,133.8,214.9,134.2,215.4,735.9,12.3,41.78488949,-87.60149582,"(41.78488949, -87.60149582)"
2018-157767,2018,157767,Roosevelt Hi-CPS,Submitted,3436 W WILSON AVE,60625,3,FALSE,ALBANY PARK,K-12 School,319900,1927,1,69,5521441.7,17637565.3,72.4,106.2,71.5,105.4,1855.4,5.8,41.96501325,-87.71451268,"(41.96501325, -87.71451268)"
2018-131375,2018,131375,"BAI Century, LLC",Submitted,2828 N. Clark St.,60657,2,FALSE,LAKE VIEW,Enclosed Mall,174386,1925,1,0,13006086.8,6313388.4,110.8,246.8,110.8,246.8,2499.1,14.3,41.93377119,-87.64632294,"(41.93377119, -87.64632294)"
2018-243703,2018,243703,The Newport CA,Submitted,4800 S. Chicago Beach Drive,60615,4,FALSE,KENWOOD,Multifamily Housing,770012,1963,2,69,8404800.1,67689736.4,98.8,122.9,100.5,124.6,4993.6,6.5,41.80656841,-87.58670323,"(41.80656841, -87.58670323)"
2018-101919,2018,101919,Marquette Building,Submitted,140 South Dearborn Street,60603,2.5,FALSE,LOOP,Office,372265,1895,1,49,24386911.7,2032300,87.6,204.3,86.3,201.1,4491.9,12.1,41.87977522,-87.62973114,"(41.87977522, -87.62973114)"
2018-172055,2018,172055,Catalyst-Maria,Submitted,6727 S. California Avenue,60629,4,FALSE,CHICAGO LAWN,K-12 School,175970,1951,1,96,1142483.6,7600204.3,49.7,63.5,50.4,64.3,593.8,3.4,41.77105313,-87.69247557,"(41.77105313, -87.69247557)"
2018-251241,2018,251241,212 East Cullerton CA,Submitted,212 E. Cullerton,60616,2,FALSE,NEAR SOUTH SIDE,Multifamily Housing,158136,2004,1,45,5091516.1,6785450.9,75.1,135.2,73.3,131.4,1207.5,7.6,41.85554,-87.621981,"(41.85554, -87.621981)"
2018-254362,2018,254362,Fox Ford Lincoln Midwest,Submitted,2501 N Elston Avenue,60647,3,FALSE,Logan Square,Automobile Dealership,146000,2015,1,0,7307613.5,5852518.2,90.1,182.2,87.2,176.7,1526.6,10.5,41.91723891,-87.68490143,"(41.91723891, -87.68490143)"
2018-251947,2018,251947,BSLC,Submitted,924 E. 57th St.,60637,2,FALSE,HYDE PARK,Laboratory,175729,1993,1,0,27931058.5,0,427.8,768.5,427.7,768.1,7783.8,44.3,41.79195215,-87.60279582,"(41.79195215, -87.60279582)"
2018-251608,2018,251608,Gunsaulus Sc-CPS,Submitted,4418 S Sacramento,60632,2,FALSE,BRIGHTON PARK,K-12 School,106519,1924,1,45,1701848.6,8296215,93.9,126.5,90.3,122.9,723.8,6.8,41.813268,-87.699299,"(41.813268, -87.699299)"
2018-175845,2018,175845,2451 W HOWARD ST,Not Submitted,2451 W HOWARD ST,60645,0,FALSE,WEST RIDGE,Multifamily Housing,77015,0,1,0,0,0,0,0,0,0,0,0,42.00880199,-87.69502812,"(42.00880199, -87.69502812)"
2018-251213,2018,251213,Burnham Park Plaza Condo,Submitted,40 E. 9th St.,60605,3,FALSE,LOOP,Multifamily Housing,418548,1915,1,44,15340833.1,13176167.3,68.1,135.7,66.9,133.7,3252,7.8,41.8707805,-87.62641571,"(41.8707805, -87.62641571)"
2018-242935,2018,242935,The New York Private Residences (242935),Submitted,3660 North Lake Shore Drive,60613,2,FALSE,LAKE VIEW,Multifamily Housing,623956,1987,1,44,21379059.7,29387962.7,81.4,145.4,82.2,146.3,5117.6,8.2,41.94952976,-87.64585718,"(41.94952976, -87.64585718)"
2019-104735,2019,104735,2516 2526 N KEDZIE BLVD,Not Submitted,2516 2526 N KEDZIE BLVD,0,0,FALSE,LOGAN SQUARE,Multifamily Housing,0,0,1,0,0,0,0,0,0,0,0,0,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
2018-251239,2018,251239,THC YT LLC,Submitted,2701 S Indiana Ave,60616,1,FALSE,DOUGLAS,Multifamily Housing,234378,1969,3,6,5392727.4,38104455.1,185.6,235.1,179.1,227.7,2921.1,12.5,41.84458973,-87.62200981,"(41.84458973, -87.62200981)"
2018-252246,2018,252246,Pritzker College Prep,Submitted,4131 W Cortland St,60639,2,FALSE,HERMOSA,K-12 School,65655,1901,1,50,1979607.6,4507449.5,98.8,156.5,99.2,156.7,568.7,8.7,41.91527261,-87.73026634,"(41.91527261, -87.73026634)"
2018-101813,2018,101813,150 N. Michigan Ave,Submitted,150 N. Michigan Ave,60601,4,FALSE,LOOP,Office,708981,1984,1,65,35690373,61140.6,50.4,141,49.6,138.7,5940.8,8.4,41.88483521,-87.62496769,"(41.88483521, -87.62496769)"
